t,x,y,z
2021/10/17 19:28:34.595,-0.0436248779296875,-0.3194427490234375,-0.9631805419921875
2021/10/17 19:28:34.603,-0.0384063720703125,-0.3143157958984375,-0.9735107421875
2021/10/17 19:28:34.613,-0.036224365234375,-0.30987548828125,-0.9718170166015625
2021/10/17 19:28:34.623,-0.0388031005859375,-0.306060791015625,-0.9671630859375
2021/10/17 19:28:34.633,-0.040679931640625,-0.304901123046875,-0.96990966796875
2021/10/17 19:28:34.643,-0.0397796630859375,-0.3030242919921875,-0.9650726318359375
2021/10/17 19:28:34.653,-0.045928955078125,-0.303436279296875,-0.967987060546875
2021/10/17 19:28:34.663,-0.0570068359375,-0.30474853515625,-0.9684906005859375
2021/10/17 19:28:34.673,-0.0624542236328125,-0.3054351806640625,-0.963958740234375
2021/10/17 19:28:34.683,-0.062530517578125,-0.308624267578125,-0.9582366943359375
2021/10/17 19:28:34.693,-0.0619354248046875,-0.3115081787109375,-0.9571533203125
2021/10/17 19:28:34.703,-0.053955078125,-0.30999755859375,-0.960845947265625
2021/10/17 19:28:34.713,-0.0444488525390625,-0.3075408935546875,-0.9661102294921875
2021/10/17 19:28:34.723,-0.04034423828125,-0.303802490234375,-0.96875
2021/10/17 19:28:34.733,-0.0403594970703125,-0.29925537109375,-0.9700927734375
2021/10/17 19:28:34.743,-0.0382232666015625,-0.2990264892578125,-0.9743499755859375
2021/10/17 19:28:34.753,-0.0391845703125,-0.2979888916015625,-0.973785400390625
2021/10/17 19:28:34.763,-0.0421600341796875,-0.30181884765625,-0.9635772705078125
2021/10/17 19:28:34.774,-0.0439605712890625,-0.307220458984375,-0.9528656005859375
2021/10/17 19:28:34.784,-0.0435943603515625,-0.309783935546875,-0.9469757080078125
2021/10/17 19:28:34.794,-0.0432281494140625,-0.309967041015625,-0.9458160400390625
2021/10/17 19:28:34.804,-0.0408477783203125,-0.3092193603515625,-0.945526123046875
2021/10/17 19:28:34.814,-0.0395355224609375,-0.307281494140625,-0.945404052734375
2021/10/17 19:28:34.824,-0.0357818603515625,-0.3062286376953125,-0.9507598876953125
2021/10/17 19:28:34.834,-0.0364990234375,-0.3053131103515625,-0.9541015625
2021/10/17 19:28:34.844,-0.0376434326171875,-0.305694580078125,-0.954681396484375
2021/10/17 19:28:34.854,-0.0380096435546875,-0.305877685546875,-0.95050048828125
2021/10/17 19:28:34.864,-0.037933349609375,-0.30596923828125,-0.9394989013671875
2021/10/17 19:28:34.874,-0.0364227294921875,-0.3087005615234375,-0.93017578125
2021/10/17 19:28:34.884,-0.03643798828125,-0.308929443359375,-0.925140380859375
2021/10/17 19:28:34.894,-0.04010009765625,-0.3100433349609375,-0.9305419921875
2021/10/17 19:28:34.904,-0.042083740234375,-0.3081512451171875,-0.9392547607421875
2021/10/17 19:28:34.914,-0.0388336181640625,-0.3065032958984375,-0.9432220458984375
2021/10/17 19:28:34.924,-0.038848876953125,-0.30706787109375,-0.9444580078125
2021/10/17 19:28:34.934,-0.039825439453125,-0.306427001953125,-0.94268798828125
2021/10/17 19:28:34.944,-0.03857421875,-0.3049774169921875,-0.942626953125
2021/10/17 19:28:34.954,-0.0373077392578125,-0.303680419921875,-0.942626953125
2021/10/17 19:28:34.965,-0.036895751953125,-0.3051300048828125,-0.941162109375
2021/10/17 19:28:34.974,-0.0369415283203125,-0.3059539794921875,-0.9390411376953125
2021/10/17 19:28:34.985,-0.034332275390625,-0.30706787109375,-0.937530517578125
