t,x,y,z
2021/10/17 19:35:25.670,-0.0379180908203125,-0.2310638427734375,-0.9566497802734375
2021/10/17 19:35:25.680,-0.064971923828125,-0.2483062744140625,-0.9375
2021/10/17 19:35:25.690,-0.0854949951171875,-0.26123046875,-0.9297637939453125
2021/10/17 19:35:25.700,-0.08673095703125,-0.27044677734375,-0.9396209716796875
2021/10/17 19:35:25.710,-0.0741119384765625,-0.2778778076171875,-0.9566497802734375
2021/10/17 19:35:25.720,-0.0630645751953125,-0.27685546875,-0.97015380859375
2021/10/17 19:35:25.730,-0.0617828369140625,-0.270416259765625,-0.98614501953125
2021/10/17 19:35:25.740,-0.06292724609375,-0.2677764892578125,-0.997894287109375
2021/10/17 19:35:25.750,-0.0598907470703125,-0.2663726806640625,-1.0071868896484375
2021/10/17 19:35:25.760,-0.0584564208984375,-0.2647552490234375,-1.0003814697265625
2021/10/17 19:35:25.770,-0.0557708740234375,-0.2696380615234375,-0.9840087890625
2021/10/17 19:35:25.780,-0.055267333984375,-0.269622802734375,-0.9676361083984375
2021/10/17 19:35:25.790,-0.0583953857421875,-0.266571044921875,-0.9499053955078125
2021/10/17 19:35:25.800,-0.062469482421875,-0.26495361328125,-0.9423828125
2021/10/17 19:35:25.810,-0.0667266845703125,-0.2679290771484375,-0.938079833984375
2021/10/17 19:35:25.820,-0.0596923828125,-0.26068115234375,-0.9488372802734375
2021/10/17 19:35:25.830,-0.05059814453125,-0.2542266845703125,-0.9649810791015625
2021/10/17 19:35:25.840,-0.052459716796875,-0.251190185546875,-0.9811248779296875
2021/10/17 19:35:25.850,-0.055908203125,-0.2529296875,-0.9877471923828125
2021/10/17 19:35:25.861,-0.0565185546875,-0.2570343017578125,-0.990142822265625
2021/10/17 19:35:25.871,-0.0575103759765625,-0.26214599609375,-0.981048583984375
2021/10/17 19:35:25.881,-0.05804443359375,-0.2696075439453125,-0.9621124267578125
2021/10/17 19:35:25.891,-0.05718994140625,-0.2761077880859375,-0.9456634521484375
2021/10/17 19:35:25.901,-0.0547332763671875,-0.2755126953125,-0.9385833740234375
2021/10/17 19:35:25.911,-0.0578460693359375,-0.272430419921875,-0.943359375
2021/10/17 19:35:25.921,-0.0621490478515625,-0.2690887451171875,-0.9563751220703125
2021/10/17 19:35:25.931,-0.0635986328125,-0.261260986328125,-0.972564697265625
2021/10/17 19:35:25.941,-0.064056396484375,-0.2544097900390625,-0.9777069091796875
2021/10/17 19:35:25.951,-0.0612335205078125,-0.25750732421875,-0.9709320068359375
2021/10/17 19:35:25.961,-0.057281494140625,-0.2603912353515625,-0.9566192626953125
2021/10/17 19:35:25.971,-0.0567474365234375,-0.26239013671875,-0.95367431640625
2021/10/17 19:35:25.982,-0.0576019287109375,-0.2686004638671875,-0.9552459716796875
2021/10/17 19:35:25.991,-0.048980712890625,-0.271759033203125,-0.951263427734375
2021/10/17 19:35:26.001,-0.0342254638671875,-0.2684326171875,-0.956390380859375
2021/10/17 19:35:26.011,-0.0326080322265625,-0.271087646484375,-0.948028564453125
2021/10/17 19:35:26.021,-0.0532684326171875,-0.265960693359375,-0.9342041015625
2021/10/17 19:35:26.031,-0.0631561279296875,-0.2628631591796875,-0.95166015625
2021/10/17 19:35:26.041,-0.0788116455078125,-0.2595367431640625,-0.9954986572265625
2021/10/17 19:35:26.052,-0.091461181640625,-0.2490692138671875,-1.0668182373046875
2021/10/17 19:35:26.062,-0.0970458984375,-0.23883056640625,-1.189178466796875
2021/10/17 19:35:26.072,-0.1124267578125,-0.2062225341796875,-1.34088134765625
2021/10/17 19:35:26.082,-0.1364593505859375,-0.166473388671875,-1.461212158203125
2021/10/17 19:35:26.092,-0.157928466796875,-0.1410980224609375,-1.595428466796875
2021/10/17 19:35:26.102,-0.16912841796875,-0.105987548828125,-1.6887664794921875
2021/10/17 19:35:26.112,-0.15423583984375,-0.05523681640625,-1.7589111328125
2021/10/17 19:35:26.122,-0.177154541015625,-0.015716552734375,-1.8836212158203125
2021/10/17 19:35:26.132,-0.2283935546875,-0.0067291259765625,-1.959228515625
2021/10/17 19:35:26.143,-0.26513671875,0.0230712890625,-1.9543609619140625
2021/10/17 19:35:26.152,-0.3013916015625,0.047454833984375,-1.89178466796875
2021/10/17 19:35:26.162,-0.292083740234375,0.0129241943359375,-1.689544677734375
2021/10/17 19:35:26.172,-0.2044830322265625,-0.0819854736328125,-1.31817626953125
2021/10/17 19:35:26.182,-0.108062744140625,-0.1978607177734375,-0.8783111572265625
2021/10/17 19:35:26.192,-0.05712890625,-0.3798675537109375,-0.387481689453125
2021/10/17 19:35:26.203,0.0917816162109375,-0.687713623046875,0.2574920654296875
2021/10/17 19:35:26.212,0.1530303955078125,-0.878662109375,0.581817626953125
2021/10/17 19:35:26.222,0.1526336669921875,-0.9057159423828125,0.787078857421875
2021/10/17 19:35:26.232,0.09722900390625,-0.92864990234375,0.8710174560546875
2021/10/17 19:35:26.243,0.0550537109375,-0.9672393798828125,0.7894439697265625
2021/10/17 19:35:26.253,0.062347412109375,-0.9583587646484375,0.7193145751953125
2021/10/17 19:35:26.263,0.069122314453125,-0.907470703125,0.69818115234375
2021/10/17 19:35:26.273,0.0542449951171875,-0.83587646484375,0.673004150390625
