t,x,y,z
2021/10/17 19:34:46.992,-0.0287628173828125,-0.3379974365234375,-0.9253082275390625
2021/10/17 19:34:47.002,-0.044403076171875,-0.3421783447265625,-0.909820556640625
2021/10/17 19:34:47.012,-0.0609283447265625,-0.3455047607421875,-0.9085540771484375
2021/10/17 19:34:47.022,-0.0634002685546875,-0.3463592529296875,-0.9147186279296875
2021/10/17 19:34:47.033,-0.0536041259765625,-0.3438262939453125,-0.9286956787109375
2021/10/17 19:34:47.043,-0.0410614013671875,-0.3416900634765625,-0.9473419189453125
2021/10/17 19:34:47.053,-0.03326416015625,-0.3377838134765625,-0.96453857421875
2021/10/17 19:34:47.063,-0.0358734130859375,-0.3324737548828125,-0.976898193359375
2021/10/17 19:34:47.073,-0.0430755615234375,-0.332366943359375,-0.9770355224609375
2021/10/17 19:34:47.083,-0.0485382080078125,-0.3334503173828125,-0.9689483642578125
2021/10/17 19:34:47.093,-0.048309326171875,-0.3376617431640625,-0.9565887451171875
2021/10/17 19:34:47.103,-0.0463409423828125,-0.3400421142578125,-0.9449462890625
2021/10/17 19:34:47.113,-0.0473785400390625,-0.3385162353515625,-0.941680908203125
2021/10/17 19:34:47.123,-0.045928955078125,-0.336517333984375,-0.939453125
2021/10/17 19:34:47.133,-0.0391998291015625,-0.3324737548828125,-0.9391326904296875
2021/10/17 19:34:47.143,-0.0305938720703125,-0.3308563232421875,-0.942474365234375
2021/10/17 19:34:47.153,-0.0308685302734375,-0.3276214599609375,-0.9422454833984375
2021/10/17 19:34:47.163,-0.0379486083984375,-0.3273162841796875,-0.9394683837890625
2021/10/17 19:34:47.173,-0.0423583984375,-0.3287200927734375,-0.9359588623046875
2021/10/17 19:34:47.184,-0.042205810546875,-0.33154296875,-0.9331512451171875
2021/10/17 19:34:47.194,-0.043365478515625,-0.335662841796875,-0.9338836669921875
2021/10/17 19:34:47.204,-0.04876708984375,-0.3356781005859375,-0.9310455322265625
2021/10/17 19:34:47.214,-0.0534820556640625,-0.3354644775390625,-0.935760498046875
2021/10/17 19:34:47.224,-0.058258056640625,-0.3366241455078125,-0.948211669921875
2021/10/17 19:34:47.234,-0.0537567138671875,-0.335357666015625,-0.9537811279296875
2021/10/17 19:34:47.244,-0.0408172607421875,-0.3356781005859375,-0.9546661376953125
2021/10/17 19:34:47.254,-0.0322113037109375,-0.3370361328125,-0.94305419921875
2021/10/17 19:34:47.264,-0.0345916748046875,-0.336517333984375,-0.92840576171875
2021/10/17 19:34:47.274,-0.03875732421875,-0.337860107421875,-0.9188995361328125
2021/10/17 19:34:47.284,-0.0420684814453125,-0.3376312255859375,-0.9192962646484375
2021/10/17 19:34:47.294,-0.04180908203125,-0.3346710205078125,-0.9203643798828125
2021/10/17 19:34:47.304,-0.0299224853515625,-0.334503173828125,-0.9214935302734375
2021/10/17 19:34:47.314,-0.01361083984375,-0.3347015380859375,-0.9140167236328125
2021/10/17 19:34:47.324,-0.004150390625,-0.3348541259765625,-0.9022674560546875
2021/10/17 19:34:47.334,0.0003509521484375,-0.3329315185546875,-0.8787689208984375
2021/10/17 19:34:47.344,0.0068359375,-0.3225555419921875,-0.8819580078125
2021/10/17 19:34:47.354,-0.01678466796875,-0.31805419921875,-0.889404296875
2021/10/17 19:34:47.365,-0.0564727783203125,-0.3260345458984375,-0.8726043701171875
2021/10/17 19:34:47.374,-0.069976806640625,-0.330657958984375,-0.8389129638671875
2021/10/17 19:34:47.385,-0.0637054443359375,-0.33099365234375,-0.814483642578125
2021/10/17 19:34:47.395,-0.0505523681640625,-0.3181304931640625,-0.8525543212890625
2021/10/17 19:34:47.405,-0.0315399169921875,-0.30010986328125,-0.88934326171875
2021/10/17 19:34:47.415,-0.043914794921875,-0.2804718017578125,-0.8686676025390625
2021/10/17 19:34:47.425,-0.122711181640625,-0.24285888671875,-0.8081817626953125
2021/10/17 19:34:47.435,-0.2154541015625,-0.243896484375,-0.7050018310546875
2021/10/17 19:34:47.445,-0.346160888671875,-0.2910003662109375,-0.5620574951171875
2021/10/17 19:34:47.455,-0.501739501953125,-0.3728790283203125,-0.41448974609375
2021/10/17 19:34:47.465,-0.6885223388671875,-0.4646453857421875,-0.2308349609375
2021/10/17 19:34:47.475,-0.8476715087890625,-0.5137176513671875,-0.0610198974609375
2021/10/17 19:34:47.485,-0.9365997314453125,-0.505615234375,0.0432586669921875
2021/10/17 19:34:47.495,-0.9473876953125,-0.485595703125,0.0836181640625
2021/10/17 19:34:47.505,-0.91217041015625,-0.4234161376953125,0.017852783203125
2021/10/17 19:34:47.515,-0.853363037109375,-0.3680419921875,-0.148529052734375
